userId,user_jobRole,user_department,user_primaryGapDomain,user_currentLevel,user_requiredLevel,user_skillGap,user_quizAttempts,user_averageQuizPercentage
USER_813,Manager,Operations,Data Science,2,3,1,16,66.651004412702
USER_814,Director,Finance,Data Engineering,1,4,3,18,41.90334950896187
USER_815,Director,Finance,Statistics,3,4,1,9,73.74576244707526
USER_816,Analyst,IT,Project Management,2,4,2,13,63.91854965278384
USER_817,Analyst,Finance,Statistics,1,5,4,13,91.52568579032223
USER_818,Specialist,HR,Communication,3,4,1,5,60.23983653074593
USER_819,Manager,Statistics,Leadership,1,4,3,16,54.01404166411666
USER_820,Analyst,IT,Leadership,3,4,1,2,61.796367783933974
USER_821,Specialist,Operations,Data Engineering,3,4,1,18,59.80935701893627
USER_822,Manager,Finance,Statistics,1,3,2,16,58.87773453611193
USER_823,Specialist,HR,Data Science,2,5,3,18,59.57692909413679
USER_824,Analyst,Statistics,Statistics,2,5,3,19,91.87914127616475
USER_825,Director,Statistics,Project Management,1,3,2,15,50.12860034707385
USER_826,Specialist,IT,Data Engineering,2,4,2,0,90.18525537913837
USER_827,Director,IT,Leadership,1,3,2,6,70.22250322504425
USER_828,Specialist,HR,Statistics,1,4,3,1,50.05399235827039
USER_829,Specialist,Statistics,Data Engineering,1,3,2,19,79.80175204088088
USER_830,Director,Finance,Data Engineering,2,4,2,5,64.81099181739755
USER_831,Director,IT,Statistics,1,3,2,0,42.58600653689945
USER_832,Director,Statistics,Data Engineering,4,5,1,4,48.471943812231096
USER_833,Director,Operations,Statistics,2,3,1,2,77.66013262952852
USER_834,Analyst,Statistics,Data Engineering,1,4,3,6,93.24813641277294
USER_835,Analyst,Statistics,Statistics,3,5,2,13,80.2843643586242
USER_836,Director,Finance,Project Management,2,5,3,1,81.32863021539922
USER_837,Analyst,Finance,Data Engineering,1,4,3,18,54.24899831016304
USER_838,Specialist,Statistics,Statistics,4,5,1,14,85.5586513090123
USER_839,Manager,HR,Communication,2,3,1,17,68.35092656917512
USER_840,Analyst,Statistics,Communication,3,4,1,0,91.21927293646672
USER_841,Director,Operations,Data Science,2,3,1,5,52.12896395351625
USER_842,Specialist,Operations,Project Management,1,3,2,1,63.83628837042758
USER_843,Specialist,Statistics,Communication,1,4,3,16,49.70167319643921
USER_844,Analyst,Operations,Project Management,3,4,1,17,93.06872365580554
USER_845,Manager,Finance,Statistics,1,3,2,15,58.08778356752804
USER_846,Analyst,Statistics,Data Engineering,1,4,3,3,97.12374679834016
USER_847,Specialist,Statistics,Communication,3,5,2,12,55.423761531352525
USER_848,Director,Finance,Communication,1,3,2,19,69.24306650032257
USER_849,Specialist,Statistics,Statistics,2,4,2,17,89.76310900854247
USER_850,Manager,HR,Leadership,1,4,3,16,57.95392025806363
USER_851,Director,HR,Communication,2,3,1,10,87.77803980490793
USER_852,Specialist,IT,Statistics,4,5,1,6,60.35321790350703
USER_853,Manager,Statistics,Communication,2,3,1,16,41.20139378393126
USER_854,Director,IT,Project Management,1,4,3,5,78.08464846624177
USER_855,Manager,Finance,Data Science,3,4,1,13,57.51467040986844
USER_856,Specialist,HR,Statistics,1,3,2,19,71.88140990516172
USER_857,Manager,IT,Statistics,2,5,3,16,93.87731297110115
USER_858,Manager,Finance,Communication,1,3,2,11,47.406991948621304
USER_859,Analyst,Operations,Communication,2,4,2,16,90.3459819279767
USER_860,Manager,HR,Communication,3,4,1,11,82.05194194752572
USER_861,Manager,IT,Communication,3,4,1,13,44.10644255455757
USER_862,Specialist,IT,Communication,2,4,2,18,51.50417304341599
USER_863,Analyst,HR,Leadership,3,4,1,4,86.60790623251785
USER_864,Director,HR,Leadership,1,3,2,4,82.39624773965306
USER_865,Director,Operations,Data Engineering,1,3,2,5,52.70475172314517
USER_866,Director,Finance,Data Engineering,1,3,2,2,58.37607322027688
USER_867,Specialist,Finance,Project Management,2,4,2,8,89.29849418673732
USER_868,Manager,HR,Data Science,1,3,2,0,73.86499526678486
USER_869,Manager,Finance,Communication,1,4,3,3,74.96116879327496
USER_870,Manager,Finance,Leadership,1,4,3,5,51.52140214818067
USER_871,Analyst,IT,Leadership,3,5,2,8,64.47337651043681
USER_872,Analyst,IT,Statistics,4,5,1,9,88.78885931007909
USER_873,Specialist,Operations,Communication,2,3,1,13,91.36006449358916
USER_874,Analyst,IT,Statistics,2,3,1,17,44.183165550023766
USER_875,Analyst,Statistics,Communication,3,5,2,5,90.1849357947914
USER_876,Director,Finance,Data Engineering,2,4,2,5,73.16889254310095
USER_877,Manager,Operations,Statistics,3,4,1,5,76.85117465914068
USER_878,Analyst,HR,Project Management,4,5,1,17,44.49375052011902
USER_879,Manager,Statistics,Data Science,3,4,1,19,62.67964231756919
USER_880,Director,Finance,Statistics,1,4,3,19,65.49721114374583
USER_881,Director,Statistics,Data Engineering,4,5,1,1,55.74450258935812
USER_882,Specialist,HR,Data Science,2,3,1,18,74.65678483822802
USER_883,Manager,Operations,Project Management,2,4,2,11,53.88145853556454
USER_884,Manager,Finance,Communication,1,3,2,3,70.99765551125651
USER_885,Manager,HR,Data Engineering,2,3,1,17,67.33897296639265
USER_886,Director,Statistics,Leadership,3,4,1,11,95.4785074677182
USER_887,Manager,Statistics,Data Engineering,2,3,1,15,76.62178046908943
USER_888,Director,Operations,Project Management,1,4,3,2,91.12290494828157
USER_889,Director,IT,Leadership,2,4,2,1,40.96168938730739
USER_890,Analyst,IT,Communication,1,4,3,1,40.63306734701139
USER_891,Specialist,IT,Statistics,3,4,1,8,64.38499219444111
USER_892,Director,Finance,Data Engineering,1,3,2,19,77.41031867484023
USER_893,Director,Finance,Data Engineering,2,4,2,6,85.62400403724897
USER_894,Specialist,IT,Leadership,3,5,2,5,68.44947675274477
USER_895,Analyst,Operations,Leadership,1,4,3,15,55.15182337818667
USER_896,Specialist,Operations,Data Science,3,5,2,15,60.51194612788906
USER_897,Manager,Statistics,Communication,1,5,4,11,66.74953298962097
USER_898,Analyst,IT,Data Engineering,2,3,1,4,94.79378117675623
USER_899,Manager,Finance,Project Management,1,5,4,12,66.71644148588227
USER_900,Director,Finance,Data Engineering,2,4,2,5,56.53400657855071
USER_901,Analyst,Operations,Data Science,4,5,1,18,52.28814454337257
USER_902,Director,Operations,Data Science,2,5,3,18,54.535429455086046
USER_903,Manager,IT,Statistics,3,4,1,11,54.3408720799566
USER_904,Analyst,Operations,Data Engineering,1,5,4,17,84.45215610311307
USER_905,Director,Finance,Project Management,1,5,4,8,75.58337139804146
USER_906,Analyst,Finance,Data Engineering,1,3,2,14,57.50160704329517
USER_907,Manager,Statistics,Communication,2,3,1,6,79.82456431752323
USER_908,Specialist,HR,Data Science,3,5,2,13,93.06060567827726
USER_909,Manager,IT,Statistics,2,3,1,16,56.93883005264321
USER_910,Manager,Statistics,Communication,3,5,2,7,79.68056073668347
USER_911,Director,Statistics,Leadership,2,5,3,15,72.16932317516417
USER_912,Specialist,IT,Data Engineering,3,5,2,3,85.41565956048649
USER_913,Analyst,Finance,Data Science,2,4,2,16,46.66905278699871
USER_914,Director,Finance,Data Engineering,4,5,1,19,43.276618192808144
USER_915,Director,Statistics,Communication,1,3,2,17,90.36719405257304
USER_916,Manager,IT,Leadership,1,4,3,3,82.9228610307193
USER_917,Director,Statistics,Leadership,2,3,1,11,44.51808601590818
USER_918,Analyst,Finance,Leadership,2,4,2,9,59.75383692048367
USER_919,Manager,HR,Data Engineering,2,4,2,18,71.29305903465803
USER_920,Manager,Operations,Data Science,1,3,2,16,41.31080271917211
USER_921,Manager,IT,Data Engineering,1,4,3,7,65.70110803413078
USER_922,Analyst,Statistics,Leadership,1,4,3,10,72.13254838586789
USER_923,Manager,Statistics,Statistics,3,4,1,0,87.11139306537048
USER_924,Director,IT,Leadership,2,3,1,19,72.83828464688105
USER_925,Analyst,Finance,Data Science,2,3,1,14,56.95301605111833
USER_926,Analyst,Statistics,Data Engineering,4,5,1,12,43.29797841038933
USER_927,Specialist,HR,Data Engineering,1,5,4,12,70.62760788078648
USER_928,Analyst,HR,Communication,2,3,1,12,60.83153005373272
USER_929,Manager,HR,Data Science,1,3,2,18,80.78228671461004
USER_930,Manager,HR,Project Management,2,5,3,19,87.29205579200237
USER_931,Director,IT,Leadership,2,5,3,18,83.98962268820797
USER_932,Director,Statistics,Statistics,2,3,1,6,64.33871556683425
USER_933,Analyst,IT,Data Engineering,1,4,3,3,76.19472536104179
USER_934,Manager,Operations,Data Science,4,5,1,17,45.43356805605523
USER_935,Manager,HR,Leadership,1,4,3,2,40.81970112823657
USER_936,Specialist,Statistics,Data Science,4,5,1,14,41.9433482665597
USER_937,Manager,HR,Communication,1,3,2,18,60.27889302819017
USER_938,Analyst,Operations,Communication,1,3,2,0,54.15979635455425
USER_939,Manager,IT,Leadership,4,5,1,17,90.68785487128876
USER_940,Director,Statistics,Leadership,3,4,1,17,92.07877760385418
USER_941,Manager,IT,Project Management,2,5,3,17,47.88474297131611
USER_942,Director,Statistics,Leadership,1,5,4,13,47.46531321111361
USER_943,Analyst,IT,Leadership,2,5,3,3,90.24697570500771
USER_944,Manager,IT,Data Science,3,4,1,5,46.384705774170676
USER_945,Analyst,IT,Data Science,1,3,2,9,59.24401493869428
USER_946,Specialist,IT,Statistics,2,4,2,6,64.66680501969091
USER_947,Specialist,Finance,Statistics,2,5,3,16,54.49607658614578
USER_948,Director,IT,Project Management,1,3,2,6,80.61233654965459
USER_949,Analyst,Finance,Project Management,2,4,2,18,52.65819343719703
USER_950,Manager,Finance,Communication,2,5,3,4,67.6197430385659
USER_951,Manager,Finance,Leadership,2,5,3,18,44.3599352548694
USER_952,Analyst,Operations,Communication,2,3,1,1,47.53860954473884
USER_953,Analyst,Finance,Data Science,3,4,1,8,53.047175933034154
USER_954,Manager,IT,Leadership,2,3,1,2,88.00825496512456
USER_955,Specialist,HR,Data Science,2,3,1,11,65.93386357027049
USER_956,Analyst,HR,Data Engineering,2,4,2,5,81.23406060764097
USER_957,Analyst,Finance,Data Science,1,5,4,12,64.55095524750931
USER_958,Manager,HR,Communication,3,5,2,2,57.63500563029602
USER_959,Director,Operations,Statistics,2,3,1,8,46.26492216988708
USER_960,Manager,Statistics,Data Engineering,2,3,1,7,65.87262909185974
USER_961,Specialist,Operations,Data Engineering,3,5,2,10,83.33296592041877
USER_962,Specialist,Finance,Data Engineering,2,4,2,2,43.06993038672856
USER_963,Analyst,Finance,Leadership,1,3,2,5,50.905815865671656
USER_964,Manager,Statistics,Communication,2,3,1,11,47.997055484930385
USER_965,Manager,Operations,Data Science,1,3,2,13,86.55263526818158
USER_966,Director,IT,Statistics,1,4,3,16,90.05948774496392
USER_967,Analyst,Finance,Data Engineering,2,3,1,14,55.10840596305289
USER_968,Analyst,Operations,Statistics,2,4,2,18,57.55930586004447
USER_969,Director,IT,Statistics,2,5,3,17,53.219643606254955
USER_970,Manager,IT,Project Management,3,4,1,1,71.69135570538137
USER_971,Director,IT,Data Science,1,5,4,6,89.69115215940718
USER_972,Manager,Operations,Data Engineering,2,5,3,6,48.13968802962266
USER_973,Analyst,IT,Data Engineering,2,5,3,1,98.16945396437069
USER_974,Analyst,Operations,Statistics,3,5,2,18,66.2054690708245
USER_975,Specialist,Operations,Project Management,4,5,1,19,79.25322772174079
USER_976,Director,Statistics,Project Management,3,4,1,6,98.46635863830852
USER_977,Specialist,HR,Project Management,3,4,1,14,78.77859601944289
USER_978,Director,IT,Data Science,3,5,2,6,86.07258181802268
USER_979,Director,HR,Leadership,3,4,1,1,89.5834186960333
USER_980,Manager,Operations,Communication,2,3,1,8,65.61368366939816
USER_981,Director,Finance,Communication,1,4,3,17,58.69917499927894
USER_982,Director,Statistics,Project Management,1,3,2,2,68.67204129478814
USER_983,Analyst,Operations,Project Management,1,4,3,5,58.415864378873955
USER_984,Director,HR,Statistics,2,3,1,15,42.38782764013915
USER_985,Director,Operations,Data Engineering,4,5,1,15,67.55822129278442
USER_986,Director,Finance,Data Engineering,2,4,2,5,90.33036020591622
USER_987,Director,Operations,Leadership,1,3,2,7,94.66723008351745
USER_988,Director,Finance,Data Engineering,2,4,2,15,74.95202664644415
USER_989,Analyst,IT,Project Management,2,4,2,19,51.366605990044164
USER_990,Director,Statistics,Data Engineering,3,4,1,7,47.49220461435536
USER_991,Manager,Operations,Project Management,3,4,1,0,72.48175830376792
USER_992,Specialist,Operations,Data Science,3,5,2,18,55.6241865272745
USER_993,Analyst,Finance,Communication,1,5,4,6,81.36502803227947
USER_994,Manager,Finance,Data Science,2,5,3,8,91.5160064189499
USER_995,Manager,IT,Data Science,2,5,3,2,76.13537814263543
USER_996,Manager,Finance,Statistics,1,4,3,17,90.0674951713658
USER_997,Specialist,IT,Communication,1,4,3,0,41.15007325149867
USER_998,Specialist,Operations,Leadership,1,3,2,8,49.9902128229709
USER_999,Specialist,IT,Project Management,3,5,2,12,94.89009699981268
